ingredient_rank,ingredient_id,name_ko,name_en,product_count,search_terms,search_query,raw_pubmed_hit_count,selected_paper_count,catalog_status,review_status,score_change,searched_on,pipeline_version
413,palmitoyl_tripeptide_5,팔미토일트라이펩타이드-5,Palmitoyl Tripeptide-5,752,Palmitoyl Tripeptide-5|palmitoyl tripeptide 5,"(""Palmitoyl Tripeptide-5""[Title/Abstract] OR ""palmitoyl tripeptide 5""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",4,0,no_useful_paper_found,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
414,tyrosine,타이로신,Tyrosine,752,Tyrosine,"(""Tyrosine""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",48,2,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
415,zinc_oxide,징크옥사이드,Zinc Oxide,750,Zinc Oxide,"(""Zinc Oxide""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",50,1,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
416,sodium_lauroyl_glutamate,소듐라우로일글루타메이트,Sodium Lauroyl Glutamate,745,Sodium Lauroyl Glutamate,"(""Sodium Lauroyl Glutamate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",3,1,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
417,3_o_ethyl_ascorbic_acid,3-O-에틸아스코빅애씨드,3-O-Ethyl Ascorbic Acid,742,3-O-Ethyl Ascorbic Acid|3 o ethyl ascorbic acid,"(""3-O-Ethyl Ascorbic Acid""[Title/Abstract] OR ""3 o ethyl ascorbic acid""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",18,2,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
418,aluminum_starch_octenylsuccinate,알루미늄전분옥테닐석시네이트,Aluminum Starch Octenylsuccinate,741,Aluminum Starch Octenylsuccinate,"(""Aluminum Starch Octenylsuccinate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2,1,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
419,ppg_26_buteth_26,피피지-26-부테스-26,PPG-26-Buteth-26,740,PPG-26-Buteth-26|ppg 26 buteth 26,"(""PPG-26-Buteth-26""[Title/Abstract] OR ""ppg 26 buteth 26""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
420,prunus_armeniaca_apricot_kernel_oil,살구씨오일,Prunus Armeniaca (Apricot) Kernel Oil,739,Prunus Armeniaca (Apricot) Kernel Oil|prunus armeniaca apricot kernel oil,"(""Prunus Armeniaca (Apricot) Kernel Oil""[Title/Abstract] OR ""prunus armeniaca apricot kernel oil""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
421,hydrolyzed_glycosaminoglycans,하이드롤라이즈드글라이코사미노글리칸,Hydrolyzed Glycosaminoglycans,736,Hydrolyzed Glycosaminoglycans,"(""Hydrolyzed Glycosaminoglycans""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
422,polyglyceryl_10_oleate,폴리글리세릴-10올리에이트,Polyglyceryl-10 Oleate,736,Polyglyceryl-10 Oleate|polyglyceryl 10 oleate,"(""Polyglyceryl-10 Oleate""[Title/Abstract] OR ""polyglyceryl 10 oleate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
423,polyglyceryl_4_diisostearate_polyhydroxystearate_sebacate,폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스 테아레이트/세바케이트,Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate,734,Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate|polyglyceryl 4 diisostearate polyhydroxystearate sebacate,"(""Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate""[Title/Abstract] OR ""polyglyceryl 4 diisostearate polyhydroxystearate sebacate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
424,oenothera_biennis_evening_primrose_oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,733,Oenothera Biennis (Evening Primrose) Oil|oenothera biennis evening primrose oil,"(""Oenothera Biennis (Evening Primrose) Oil""[Title/Abstract] OR ""oenothera biennis evening primrose oil""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",2,0,no_useful_paper_found,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
425,sodium_acrylate_sodium_acryloyldimethyl_taurate_copolymer,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴 리머,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,732,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer|sodium acrylate sodium acryloyldimethyl taurate copolymer,"(""Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer""[Title/Abstract] OR ""sodium acrylate sodium acryloyldimethyl taurate copolymer""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
426,methionine,메티오닌,Methionine,728,Methionine,"(""Methionine""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",50,2,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
428,copernicia_cerifera_carnauba_wax,카나우바왁스,Copernicia Cerifera (Carnauba) Wax,723,Copernicia Cerifera (Carnauba) Wax|copernicia cerifera carnauba wax,"(""Copernicia Cerifera (Carnauba) Wax""[Title/Abstract] OR ""copernicia cerifera carnauba wax""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
429,licorice_extract,감초추출물,Licorice Extract,720,Licorice Extract|Licorice Root Extract|Glycyrrhiza Glabra Root Extract|Glycyrrhiza Uralensis Root Extract|Glycyrrhiza Inflata Root Extract|Glycyrrhiza Glabra (Licorice) Root Extract|Glycyrrhiza Uralensis (Licorice) Root Extract,"(""Licorice Extract""[Title/Abstract] OR ""Licorice Root Extract""[Title/Abstract] OR ""Glycyrrhiza Glabra Root Extract""[Title/Abstract] OR ""Glycyrrhiza Uralensis Root Extract""[Title/Abstract] OR ""Glycyrrhiza Inflata Root Extract""[Title/Abstract] OR ""Glycyrrhiza Glabra (Licorice) Root Extract""[Title/Abstract] OR ""Glycyrrhiza Uralensis (Licorice) Root Extract""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",43,3,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
430,ammonium_polyacryloyldimethyl_taurate,암모늄폴리아크릴로일다이메틸타우레이트,Ammonium Polyacryloyldimethyl Taurate,717,Ammonium Polyacryloyldimethyl Taurate,"(""Ammonium Polyacryloyldimethyl Taurate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
431,geranyl_acetate,제라닐아세테이트,Geranyl Acetate,715,Geranyl Acetate,"(""Geranyl Acetate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",22,0,no_useful_paper_found,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
432,paeonia_lactiflora_root_extract,작약뿌리추출물,Paeonia Lactiflora Root Extract,711,Paeonia Lactiflora Root Extract|Paeonia Albiflora Root Extract,"(""Paeonia Lactiflora Root Extract""[Title/Abstract] OR ""Paeonia Albiflora Root Extract""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",3,1,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
433,sodium_lauroyl_sarcosinate,소듐라우로일사코시네이트,Sodium Lauroyl Sarcosinate,711,Sodium Lauroyl Sarcosinate,"(""Sodium Lauroyl Sarcosinate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",7,1,papers_selected,candidate_unverified,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
434,dimethyl_isosorbide,다이메틸아이소소바이드,Dimethyl Isosorbide,710,Dimethyl Isosorbide,"(""Dimethyl Isosorbide""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",34,0,no_useful_paper_found,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
435,hydroxypropyl_guar_hydroxypropyltrimonium_chloride,하이드록시프로필구아하이드록시프로필트라이모늄클로라 이드,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,710,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,"(""Hydroxypropyl Guar Hydroxypropyltrimonium Chloride""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
436,cetyl_palmitate,세틸팔미테이트,Cetyl Palmitate,709,Cetyl Palmitate,"(""Cetyl Palmitate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",33,0,no_useful_paper_found,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
437,polyglyceryl_3_methylglucose_distearate,폴리글리세릴-3메틸글루코오스다이스테아레이트,Polyglyceryl-3 Methylglucose Distearate,708,Polyglyceryl-3 Methylglucose Distearate|polyglyceryl 3 methylglucose distearate,"(""Polyglyceryl-3 Methylglucose Distearate""[Title/Abstract] OR ""polyglyceryl 3 methylglucose distearate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",1,0,no_useful_paper_found,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
438,lactobacillus_ferment_lysate,락토바실러스발효용해물,Lactobacillus Ferment Lysate,705,Lactobacillus Ferment Lysate,"(""Lactobacillus Ferment Lysate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",0,0,no_pubmed_hit,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
439,propylene_glycol_dicaprylate_dicaprate,프로필렌글라이콜다이카프릴레이트/다이카프레이트,Propylene Glycol Dicaprylate/Dicaprate,698,Propylene Glycol Dicaprylate/Dicaprate|propylene glycol dicaprylate dicaprate,"(""Propylene Glycol Dicaprylate/Dicaprate""[Title/Abstract] OR ""propylene glycol dicaprylate dicaprate""[Title/Abstract]) AND (""skin""[Title/Abstract] OR ""topical""[Title/Abstract] OR ""cutaneous""[Title/Abstract] OR ""dermal""[Title/Abstract] OR ""epidermis""[Title/Abstract] OR ""epidermal""[Title/Abstract] OR ""stratum corneum""[Title/Abstract] OR ""corneocyte""[Title/Abstract] OR ""keratinocyte""[Title/Abstract] OR ""dermatology""[Title/Abstract] OR ""dermatitis""[Title/Abstract] OR ""cosmetic""[Title/Abstract])",4,0,no_useful_paper_found,not_found,none,2026-07-12,mwbl-ingredient-first-paper-catalog-v2-role-preserving
